Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets,TemizTweet
324882315580932096,TR,2013-04-18,I'm at Kasırga (Istanbul) http://t.co/jUQ04hpJDT,1,0,0,0,0,1,im at kasırga istanbul
325894929605865474,TR,2013-04-21,I'm at Salon Barış (İstanbul) http://t.co/ytmCqJ41vM,1,0,0,0,0,1,im at salon barış istanbul
327905569824444417,TR,2013-04-26,@NilSah1907 @begsah hahaha yazik yaa kiyamazsin ;),0,0,1,0,0,0,hahaha yazik yaa kiyamazsin
328105436685406209,TR,2013-04-27,Aynı evin icindeyiz ama annem beni ariyor ve heyecanlandırmak istedim diyip guluyor manyak mı bu? Seviyorum kız seni ❤,0,0,1,0,0,0,aynı evin icindeyiz ama annem beni ariyor ve heyecanlandırmak istedim diyip guluyor manyak mı bu seviyorum kız seni
328387290084810752,TR,2013-04-28,"ile @ulasbayam, @olcayakdeniz, @giallorossopera (@ Sedef Otel w/ 3 others) http://t.co/O6scdaIwUk",0,0,1,0,0,0,ile sedef otel w others
328433154564169729,TR,2013-04-28,Kendime yeni gozluk aldim http://t.co/yciQATcNdO,0,0,1,0,0,0,kendime yeni gozluk aldim
329276742474817536,TR,2013-04-30,Elbise seçmenin bu kadar zor olabileceğini tahmin etmemiştim.,0,0,1,0,0,0,elbise seçmenin bu kadar zor olabileceğini tahmin etmemiştim
329324209291534336,TR,2013-04-30,@mstfedai madrid şimdi gol yer,0,0,1,0,0,0,madrid şimdi gol yer
330212051001688064,TR,2013-05-03,"I'm at İstanbul Ticaret Üniversitesi - @ticaretedutr (İstanbul, Türkiye) w/ 5 others http://t.co/FMxRbomyl6",1,0,0,0,0,1,im at istanbul ticaret üniversitesi istanbul türkiye w others
331077617245626370,TR,2013-05-05,TEK SEVDAM ! ❤ (@ Türk Telekom Arena for Galatasaray vs Sivasspor w/ @ugurcankaracor @suleymangun35 @aydogduemir) http://t.co/ZQptkch5Iu,0,1,0,0,1,0,tek sevdam türk telekom arena for galatasaray vs sivasspor w
331471147734544384,TR,2013-05-06,I'm at Forum Mersin w/ @sevinsahinn http://t.co/dS4SSo76H6,1,0,0,0,0,1,im at forum mersin w
333317597657444352,TR,2013-05-11,@HakanKONECOGLU acmadı kiiiiiii bnm suçum yokkkk :(((,0,0,1,0,0,0,acmadı kiiiiiii bnm suçum yokkkk
334398776297009152,TR,2013-05-14,"#BizimİçinFutbol ezeli rekabet, ebedi dostluk.\nRekabet ama can yakmadan dostça, sevgiyle, saygıyla",0,0,1,0,0,0,çinfutbol ezeli rekabet ebedi dostluknrekabet ama can yakmadan dostça sevgiyle saygıyla
335670912533807104,TR,2013-05-18,"I'm at Liman AVM (Balıkesir, Türkiye) w/ 2 others http://t.co/ri2Ta3Ydpm",1,0,0,0,0,1,im at liman avm balıkesir türkiye w others
335779570429091840,TR,2013-05-18,Tam bi sene önceki umudumdan eser yok şimdi.,0,0,1,0,0,0,tam bi sene önceki umudumdan eser yok şimdi
335936693276397568,TR,2013-05-19,Uyku diliyorum,0,0,1,0,0,0,uyku diliyorum
336923130532597760,TR,2013-05-21,Tataaamm yeni saclar http://t.co/mHjfynYmtS,0,0,1,0,0,0,tataaamm yeni saclar
338715805325877248,TR,2013-05-26,I'm at Anatolium Kahve Dünyası w/ 4 others http://t.co/2WGj3GlRlA,1,0,0,0,0,1,im at anatolium kahve dünyası w others
339713110363475969,TR,2013-05-29,"I'm at City's Nişantaşı - @citysnisantasi (İstanbul, Türkiye) w/ 40 others http://t.co/mqi0yAKcNq",1,0,0,0,0,1,im at citys nişantaşı istanbul türkiye w others
340406126510215168,TR,2013-05-31,I'm at Dinlenti Pub http://t.co/8plKupbzha,1,0,0,0,0,1,im at dinlenti pub
340752605657563137,TR,2013-06-01,Bazen kendimi calıskan hissederim... http://t.co/M3UbzPgSNm,0,0,1,0,0,0,bazen kendimi calıskan hissederim
340790035756511232,TR,2013-06-01,@turkmavisi34 bittimi :) tamam selametle,0,0,1,0,0,0,bittimi tamam selametle
340820247017820160,TR,2013-06-01,#bubirsivildirenis İç isleri bakanligindan aciklama geldi. Orantisiz guc kullanan personel hakkinda yasal islem yapilacaktir. Fotograflayin!,0,0,1,0,0,0,iç isleri bakanligindan aciklama geldi orantisiz guc kullanan personel hakkinda yasal islem yapilacaktir fotograflayin
345806225860083712,TR,2013-06-15,I'm at Ugur Dershanesi Buca w/ 12 others http://t.co/Hzk3HARXa7,1,0,0,0,0,1,im at ugur dershanesi buca w others
346620659306209280,TR,2013-06-17,"I'm at Trump Alışveriş Merkezi (İstanbul, Türkiye) w/ 27 others http://t.co/TtmUmd9V1l",1,0,0,0,0,1,im at trump alışveriş merkezi istanbul türkiye w others
346884879281180672,TR,2013-06-18,Ölüm kalım savaşı başladı.,0,0,1,0,0,0,ölüm kalım savaşı başladı
349586455712120833,TR,2013-06-25,Noldu tupcu atip tutuyordun?bjk'nin anasini s.ktin simdi de fenerin.,0,0,1,0,0,0,noldu tupcu atip tutuyordunbjknin anasini sktin simdi de fenerin
349898507844464640,TR,2013-06-26,I'm at İrem's Home http://t.co/nyEKc23cM0,1,0,0,0,0,1,im at irems home
350326020651491328,TR,2013-06-27,@fatihkartall yok oynamadım ama atar bu adamlar pas ile rakip takımı bezdiriyorlar,0,0,1,0,0,0,yok oynamadım ama atar bu adamlar pas ile rakip takımı bezdiriyorlar
351671741887688704,TR,2013-07-01,@akhilal_esmanur @4Gnes yapılabilecek herşeyi yapiyoruz ama adamlar kör,0,0,1,0,0,0,yapılabilecek herşeyi yapiyoruz ama adamlar kör
351692646479187968,TR,2013-07-01,I'm at Mimarlar Odası (Trabzon) http://t.co/fRUKodnkns,1,0,0,0,0,1,im at mimarlar odası trabzon
352413160722034688,TR,2013-07-03,"I'm at Alanya Marina (Alanya, Türkiye) w/ 3 others http://t.co/a0QdnyZ8R3",1,0,0,0,0,1,im at alanya marina alanya türkiye w others
352450251044560896,TR,2013-07-03,Şu tweet çalanlar varya sikesim geliyo işte onları.,0,0,1,0,0,0,şu tweet çalanlar varya sikesim geliyo işte onları
352832192654757889,TR,2013-07-04,"I'm at Karamürsel (Kocaeli, Türkiye) w/ 11 others http://t.co/f4CbasefES",1,0,0,0,0,1,im at karamürsel kocaeli türkiye w others
355110219770114048,TR,2013-07-10,Hayırlı sahurlar.,0,0,1,0,0,0,hayırlı sahurlar
356815741300912133,TR,2013-07-15,I'm at Kayasan Malikanesi http://t.co/PUFKt9wAiT,1,0,0,0,0,1,im at kayasan malikanesi
356854307938762752,TR,2013-07-15,@dolaptabiravar kırk yılın başında doğru bir istek de bulundun :D,0,0,1,0,0,0,kırk yılın başında doğru bir istek de bulundun d
358947559215087616,TR,2013-07-21,"I'm at Dejavu Cafe (İstanbul, Türkiye) w/ 2 others http://t.co/ePePGDzdU9",1,0,0,0,0,1,im at dejavu cafe istanbul türkiye w others
361570542790254593,TR,2013-07-28,"\@mmuratgldal @fNdkrkmz @nur_guldal @ciğdemkrkmaz (@ Hatay kunefe) http://t.co/Lyn2qMAqDC\""""",0,1,0,0,0,0,hatay kunefe
362303950218735617,TR,2013-07-30,#GUNESIBEKLERKEN müthiş geçiyo #cihanvedemet de öyle :)),0,0,1,0,0,0,müthiş geçiyo de öyle
362308148826099712,TR,2013-07-30,I'm at Big Yellow Taxi Benzin w/ @bthntc http://t.co/elvsMfs0MU,1,0,0,0,0,1,im at big yellow taxi benzin w
362635988041871361,TR,2013-07-31,“@kalpcarpintiniz: 'İYİ Kİ HAYATİMDASİN' dedirt bana”,0,0,1,0,0,0,iyi ki hayatimdasin dedirt bana
362670788307980288,TR,2013-07-31,@kedikolyelikiz sen görürsün karabasanları yolluyorum simdi sana heeeh sen kaşındın.,0,0,1,0,0,0,sen görürsün karabasanları yolluyorum simdi sana heeeh sen kaşındın
363339498803195904,TR,2013-08-02,Partylemece (@ Kazancı Yokuşu) http://t.co/qMndzkRUGK,0,0,1,0,0,0,partylemece kazancı yokuşu
364784017041666048,TR,2013-08-06,Kuzenim 7 yasinda bana asik olacak kadar aptal degilim diyo.kenara ayirin bunu.bu olmus.,0,0,1,0,0,0,kuzenim yasinda bana asik olacak kadar aptal degilim diyokenara ayirin bunubu olmus
364795626816425984,TR,2013-08-06,Sahilde güneşleniriken arkadan bir hödük çıkmasa zaten kutlama vericem.. http://t.co/c7pFI7ukZd,0,0,1,0,0,0,sahilde güneşleniriken arkadan bir hödük çıkmasa zaten kutlama vericem
366164190802608128,TR,2013-08-10,@baranonceel @arozbey hiiic gorusme baran bosver kendileri cok hayirsiz oldugu icin :D,0,0,1,0,0,0,hiiic gorusme baran bosver kendileri cok hayirsiz oldugu icin d
368451034362159104,TR,2013-08-16,I'm at Mobil Bahçe (Bursa) w/ 2 others http://t.co/VrRk3uJfiF,1,0,0,0,0,1,im at mobil bahçe bursa w others
368480150960095233,TR,2013-08-16,"Her şeyi çok ciddiye alıyordum, sanki ölümsüzmüşüm gibi.\ - Jean-Paul Sartre""",0,0,1,0,0,0,her şeyi çok ciddiye alıyordum sanki ölümsüzmüşüm gibi jeanpaul sartre
368710485299843072,TR,2013-08-17,"I'm at Eyüp Sultan Meydanı (İstanbul, Türkiye) w/ 6 others http://t.co/O0N5npp8DO",1,0,0,0,0,1,im at eyüp sultan meydanı istanbul türkiye w others
368831650450272256,TR,2013-08-17,I'm at Olympia Disco w/ 29 others http://t.co/OF2sISoTEA,1,0,0,0,0,1,im at olympia disco w others
369043920128180224,TR,2013-08-18,I'm at antalya - alanya yolunda w/ 3 others http://t.co/6KzdgjIwQL,1,0,0,0,0,1,im at antalya alanya yolunda w others
369540060053393409,TR,2013-08-19,"I'm at Mado (İstanbul, Türkiye) w/ 10 others http://t.co/G1QcEdJe4h",1,0,0,0,0,1,im at mado istanbul türkiye w others
372641143760367616,TR,2013-08-28,U,0,1,0,0,0,0,u
372808077353168896,TR,2013-08-28,I'm at Battalbey Sültenler (izmir) http://t.co/IMX3wzV3pm,1,0,0,0,0,1,im at battalbey sültenler izmir
373485512021250048,TR,2013-08-30,@mehmetayan75 bir kurtaramadın kendini eşşek yarışından,0,0,1,0,0,0,bir kurtaramadın kendini eşşek yarışından
373989767681425408,TR,2013-09-01,"Kamera nerde, şaka di mi lan bu ?",0,0,1,0,0,0,kamera nerde şaka di mi lan bu
374224099352272896,TR,2013-09-01,"I'm at Cemil Topuzlu Açıkhava Tiyatrosu (İstanbul, Türkiye) w/ 162 others http://t.co/9092893YTE",1,0,0,0,0,1,im at cemil topuzlu açıkhava tiyatrosu istanbul türkiye w others
376116799957659648,TR,2013-09-06,"Suskunluk,sessizlikten daha çok şey anlatır...",0,0,1,0,0,0,suskunluksessizlikten daha çok şey anlatır
376329732281098240,TR,2013-09-07,@tucankandemir (@ Galatasaray Müzesi) http://t.co/S4AWwNCZgo,0,1,0,0,0,0,galatasaray müzesi
380807894188695552,TR,2013-09-19,"Profiline bakayım da benimle ilgili yine ne yazmış\ dediğiniz biri yoksa twitter çok sıkıcı agaaaa""",0,0,1,0,0,0,profiline bakayım da benimle ilgili yine ne yazmış dediğiniz biri yoksa twitter çok sıkıcı agaaaa
380926484132556800,TR,2013-09-20,@HilalEngiiin @IremGurkun gel kapışalım :Dd,0,0,1,0,0,0,gel kapışalım dd
381892360948695040,TR,2013-09-22,#offline #goodnight :),1,0,0,0,0,0,
382553009940865024,TR,2013-09-24,benim ankarali olmam lazimmis,0,0,1,0,0,0,benim ankarali olmam lazimmis
382879779860783104,TR,2013-09-25,I'm at Uygar's Home http://t.co/nTih2dcUNo,1,0,0,0,0,1,im at uygars home
386475183219146752,TR,2013-10-05,Babacigimla sohbet muhabbet :) (at @KafePi_Suadiye Lounge) [pic]: http://t.co/Ja27XZuaeV,0,0,1,0,0,0,babacigimla sohbet muhabbet at lounge pic
386516367069151232,TR,2013-10-05,GalatasaraylıyızUğruna HayatAdayanlardanız http://t.co/9zNVEaDZL6,0,0,1,0,0,0,galatasaraylıyızuğruna hayatadayanlardanız
386589813618790400,TR,2013-10-05,Birinci patlamazsa patlayabilir ikinci... Sicilinde yazabilir satici degil içici...,0,0,1,0,0,0,birinci patlamazsa patlayabilir ikinci sicilinde yazabilir satici degil içici
386789621684002816,TR,2013-10-06,#AK_GüçBirliğiTakibi başlasın!!”,0,0,1,0,0,0,başlasın
387127779353198592,TR,2013-10-07,@incife ben biliosun gidip de gittigim yerde kalmak konusunda cok istikrarliyimdir:)))),0,0,1,0,0,0,ben biliosun gidip de gittigim yerde kalmak konusunda cok istikrarliyimdir
387181864563511296,TR,2013-10-07,Bunlarin onlenmesi icin BURAK YILMAZLARIN olmesimi gerekiyor.yasalar cikan olaylari cezalandirmak icinmi yoksa onlem amaclimi.,0,0,1,0,0,0,bunlarin onlenmesi icin burak yilmazlarin olmesimi gerekiyoryasalar cikan olaylari cezalandirmak icinmi yoksa onlem amaclimi
388357859601575938,TR,2013-10-10,"@bigmanburada #mutluyumçünkü trafikteyim eve varmama en az 1 saat var, başım ağrıyo, açım 👏",0,0,1,0,0,0,trafikteyim eve varmama en az saat var başım ağrıyo açım
388595819047583744,TR,2013-10-11,I'm at Megadent diş http://t.co/jDMKHoA0l8,1,0,0,0,0,1,im at megadent diş
388598893606600704,TR,2013-10-11,@gkcnkzk79 teşekkür ederim sana da geçmiş olsuuuunn :(,0,0,1,0,0,0,teşekkür ederim sana da geçmiş olsuuuunn
389693510397726720,TR,2013-10-14,Hak etmediği değeri veriyoruz ya; aslında hep ondan kaybediyoruz.,0,0,1,0,0,0,hak etmediği değeri veriyoruz ya aslında hep ondan kaybediyoruz
391204919388434434,TR,2013-10-18,"I'm at Ataköy (Bakırköy, İstanbul) w/ 27 others http://t.co/zvVZISaYyR",1,0,0,0,0,1,im at ataköy bakırköy istanbul w others
392715825196843008,TR,2013-10-22,Yoruldumm sankii ;) (@ Reflex Sports Club w/ 14 others) http://t.co/qh0Fsspomp,0,0,1,0,0,0,yoruldumm sankii reflex sports club w others
393056171927797760,TR,2013-10-23,"I'm at @StarbucksTr (Adana, Türkiye) w/ 11 others http://t.co/7h1MqsTVhj",1,0,0,0,0,1,im at adana türkiye w others
393129102536093697,TR,2013-10-23,Ne pis bi geçmişim var  bırakmıyo peşimi yeni sayfa açıyorum hayatımda önceki sayfanın izleri .,0,0,1,0,0,0,ne pis bi geçmişim var bırakmıyo peşimi yeni sayfa açıyorum hayatımda önceki sayfanın izleri
393434896800428032,TR,2013-10-24,"I'm at Abdi İpekçi Arena (İstanbul, Türkiye) w/ 1035 others http://t.co/a3jGX58CSV",1,0,0,0,0,1,im at abdi ipekçi arena istanbul türkiye w others
394154643418537984,TR,2013-10-26,Kerim Frei girdi. Haydi olum,0,0,1,0,0,0,kerim frei girdi haydi olum
394469908337418240,TR,2013-10-27,.@keremerguder (@ Metroport w/ 70 others) http://t.co/8qFofCUVsP,1,0,0,0,0,0,metroport w others
395567704364843008,TR,2013-10-30,I'm at Özgym http://t.co/6CznIYNcaI,1,0,0,0,0,1,im at özgym
395917777875517440,TR,2013-10-31,I'm at Kim Psikoloji Psikolog Psikolojik Danışmanlık Merkezi (İstanbul) http://t.co/rpQax0qEi3,1,0,0,0,0,1,im at kim psikoloji psikolog psikolojik danışmanlık merkezi istanbul
396316664486445058,TR,2013-11-01,I'm at Nadas Cafe&amp;Pub w/ 16 others http://t.co/RfDivmPywr,1,0,0,0,0,1,im at nadas cafeamppub w others
399830446949027840,TR,2013-11-11,"I'm at İnci Cafe Bistro (Kütahya, Türkiye) w/ 4 others http://t.co/O0WzD21DA0",1,0,0,0,0,1,im at inci cafe bistro kütahya türkiye w others
400259062774124544,TR,2013-11-12,I'm at Kipa AVM (Salihli) http://t.co/G01ekFmI1P,1,0,0,0,0,1,im at kipa avm salihli
401455958045773824,TR,2013-11-15,"I'm at @Narpera Cafe &amp; Bar (İstanbul, Türkiye) w/ 13 others http://t.co/33t25tr85B",1,0,0,0,0,1,im at cafe amp bar istanbul türkiye w others
401733201460490240,TR,2013-11-16,@bseilkesenturk doğum günü süprizimizzz ✌️✌️✌️✌️👍👍👍 http://t.co/lWaRO7xlSq,0,0,1,0,0,0,doğum günü süprizimizzz
402805135560441856,TR,2013-11-19,Vaaaazgeeeeçtim,0,0,1,0,0,0,vaaaazgeeeeçtim
402831261762617344,TR,2013-11-19,"Ben O'na kısaca \kardeş\"" diyorum 😘😍 #friendship #bestfriend #2006dansonsuza #canımkanımkardeşim @… http://t.co/mmFvjeZmqr""",0,0,1,0,0,0,ben ona kısaca kardeş diyorum
402927915517898753,TR,2013-11-19,"If you want to learn right info about ISLAM and TURKEY ,go to Turkish scholl in your country #EducationCoupInTurkey  #EğitimeÖzgürlük",1,0,0,0,0,0,if you want to learn right info about islam and turkey go to turkish scholl in your country
404365563356786688,TR,2013-11-23,@darkpassengeerr durup durup ' ABİ MÜKKKKEMMELDDİ YAAH' diyorum aq,0,0,1,0,0,0,durup durup abi mükkkkemmelddi yaah diyorum aq
404727246516408320,TR,2013-11-24,Ama asla bir başkasına güvenmeyecek kadar inatciyim.,0,0,1,0,0,0,ama asla bir başkasına güvenmeyecek kadar inatciyim
405006964591431681,TR,2013-11-25,@iremarslanlar Kac seneden beri bucada oturuyosun hapcı olmak icin gec bile kalmışsın asdgghfkgkj,0,0,1,0,0,0,kac seneden beri bucada oturuyosun hapcı olmak icin gec bile kalmışsın asdgghfkgkj
405760731536424960,TR,2013-11-27,@mikailsoyakk DAHA YAZILIYA GİRMEDEN YÜKSEK NOT BEKLİYON LAN QISQANDIM .S,0,0,1,0,0,0,daha yaziliya girmeden yüksek not bekliyon lan qisqandim s
407308953719418880,TR,2013-12-02,@_1283_ senin kalbin curuk ööö uykusu var onun o kadar hıh... yolla bakalim seninki nasil bakiooo,0,0,1,0,0,0,senin kalbin curuk ööö uykusu var onun o kadar hıh yolla bakalim seninki nasil bakiooo
407518023101460480,TR,2013-12-02,2011 2012 sampiyonlugunun buyuk emektarlarindan tomas ujfalusi emekli olmus futbolu birakmis futbola kattigi guzelliklerden dolayi tebrikler,0,0,1,0,0,0,sampiyonlugunun buyuk emektarlarindan tomas ujfalusi emekli olmus futbolu birakmis futbola kattigi guzelliklerden dolayi tebrikler
407572179963109376,TR,2013-12-02,@cuneytozdemir dersanelerin kapatılması söz konusu değildir dedi hükümet sözcüsü abovv,0,0,1,0,0,0,dersanelerin kapatılması söz konusu değildir dedi hükümet sözcüsü abovv
408666788709539840,TR,2013-12-05,: 1P 4:40   Türkiye  Galatasaray Liv Hospital   11 - 8    Unicaja Malaga,0,0,1,0,0,0,p türkiye galatasaray liv hospital unicaja malaga
408890898664402944,TR,2013-12-06,@HafizeKoal hahahaha benimm yaptığım seylernn haddi hesabı yokkk beehhh :):)))),0,0,1,0,0,0,hahahaha benimm yaptığım seylernn haddi hesabı yokkk beehhh
409492374327676928,TR,2013-12-08,Isvicre de bilim adamligi babadan ogulami geciyor acaba???,0,0,1,0,0,0,isvicre de bilim adamligi babadan ogulami geciyor acaba
409607033877712896,TR,2013-12-08,Mk su twitleri RT yapacaginiza sanki.kendi yaratilicigizmis gibi paylasmiyomusnuz..Egonuzu S2M...,0,0,1,0,0,0,mk su twitleri rt yapacaginiza sankikendi yaratilicigizmis gibi paylasmiyomusnuzegonuzu sm
409644837278085120,TR,2013-12-08,Neden hayallere giden yol okuldan geçiyo,0,0,1,0,0,0,neden hayallere giden yol okuldan geçiyo
410929389128675328,TR,2013-12-12,"Ne gitmeyi biliyor, ne hakkimi veriyor tuzak dolu her yani ask aci.",0,0,1,0,0,0,ne gitmeyi biliyor ne hakkimi veriyor tuzak dolu her yani ask aci
411462124549177344,TR,2013-12-13,"Kişiye özel mutluluklarım var benim. Yalnız onun bildiği, yalnız ona yansıttığım..",0,0,1,0,0,0,kişiye özel mutluluklarım var benim yalnız onun bildiği yalnız ona yansıttığım
411607511595487232,TR,2013-12-13,I'm at Kadıköy - @kadikoybelediye w/ @cagrizma http://t.co/2AcDjPvO9t,1,0,0,0,0,1,im at kadıköy w
412018507011067904,TR,2013-12-15,#GeceOnlineOlanlar bütün bi hafta sabah erken kalkmamak için uğraşanlar,0,0,1,0,0,0,bütün bi hafta sabah erken kalkmamak için uğraşanlar
413210591260848128,TR,2013-12-18,Bunlar hep kış.,0,0,1,0,0,0,bunlar hep kış
413345262112088064,TR,2013-12-18,"I'm at @KUBACafeGusto (İstanbul, Türkiye) w/ 45 others http://t.co/0SSLudjDri",1,0,0,0,0,1,im at istanbul türkiye w others
415091799724941312,TR,2013-12-23,Yalnızlıktan yalnizim bn .s,0,0,1,0,0,0,yalnızlıktan yalnizim bn s
415756475194417152,TR,2013-12-25,"Sesi, kokusu, bakışı, gülüşü.",0,0,1,0,0,0,sesi kokusu bakışı gülüşü
416697026957836289,TR,2013-12-27,Saçını kestirse mi kestirmemese mi karar veremeyen Rukiyenin dramı,0,0,1,0,0,0,saçını kestirse mi kestirmemese mi karar veremeyen rukiyenin dramı
417279783484293120,TR,2013-12-29,"Sen BAŞBAKAN olacaksın , seni sevmeyen ölsün , ölsün ... @M_Sarigul 👏👏👏👏👏👏👏👏👏👏👏👏",0,0,1,0,0,0,sen başbakan olacaksın seni sevmeyen ölsün ölsün
